"","BOROUGH","NEIGHBORHOOD","TYPE.OF.HOME","NUMBER.OF.SALES","LOWEST.SALE.PRICE","AVERAGE.SALE.PRICE","MEDIAN.SALE.PRICE","HIGHEST.SALE.PRICE","YEAR","DISTRICT"
"5467","Staten Island","TODT HILL","01 ONE FAMILY HOMES",25,280000,1404640,1394000,2950000,2014,"TODT HILL"
"5468","Staten Island","TOMPKINSVILLE","01 ONE FAMILY HOMES",6,226500,373193,338500,550000,2014,"TOMPKINSVILLE"
"5469","Staten Island","TOMPKINSVILLE","02 TWO FAMILY HOMES",3,349000,392673,350000,479019,2014,"TOMPKINSVILLE"
"5470","Staten Island","TOTTENVILLE","01 ONE FAMILY HOMES",70,235000,498841,445000,960000,2014,"TOTTENVILLE"
"5471","Staten Island","TOTTENVILLE","02 TWO FAMILY HOMES",41,250000,668499,695000,1010000,2014,"TOTTENVILLE"
"5472","Staten Island","TOTTENVILLE","03 THREE FAMILY HOMES",1,353000,353000,353000,353000,2014,"TOTTENVILLE"
"5473","Staten Island","TRAVIS","01 ONE FAMILY HOMES",52,2e+05,394346,395775,570220,2014,"TRAVIS"
"5474","Staten Island","TRAVIS","02 TWO FAMILY HOMES",8,370000,463339,435750,631214,2014,"TRAVIS"
"5475","Staten Island","WEST NEW BRIGHTON","01 ONE FAMILY HOMES",66,205000,374188,356000,765000,2014,"WEST NEW BRIGHTON"
"5476","Staten Island","WEST NEW BRIGHTON","02 TWO FAMILY HOMES",27,2e+05,384483,360000,639000,2014,"WEST NEW BRIGHTON"
"5477","Staten Island","WESTERLEIGH","01 ONE FAMILY HOMES",85,2e+05,412527,405000,789144,2014,"WESTERLEIGH"
"5478","Staten Island","WESTERLEIGH","02 TWO FAMILY HOMES",26,265000,537516,515000,8e+05,2014,"WESTERLEIGH"
"5479","Staten Island","WILLOWBROOK","01 ONE FAMILY HOMES",69,240000,449610,410000,1120000,2014,"WILLOWBROOK"
"5480","Staten Island","WILLOWBROOK","02 TWO FAMILY HOMES",26,225000,486240,514400,615000,2014,"WILLOWBROOK"
"5481","Staten Island","WILLOWBROOK","03 THREE FAMILY HOMES",1,5e+05,5e+05,5e+05,5e+05,2014,"WILLOWBROOK"
"5482","Staten Island","WOODROW","01 ONE FAMILY HOMES",44,265000,418395,433556,685000,2014,"WOODROW"
"5483","Staten Island","WOODROW","02 TWO FAMILY HOMES",30,2e+05,500799,474500,773854,2014,"WOODROW"
"5484","Staten Island","AIRPORT LA GUARDIA","01 ONE FAMILY HOMES",1,664000,664000,664000,664000,2014,"LAGUARDIA AIRPORT"
"5485","Staten Island","ARVERNE","01 ONE FAMILY HOMES",13,204000,286316,290000,413261,2014,"ARVERNE"
"5486","Staten Island","ARVERNE","02 TWO FAMILY HOMES",62,2e+05,542176,597283,988057,2014,"ARVERNE"
"5487","Staten Island","ARVERNE","03 THREE FAMILY HOMES",4,210000,342000,372000,414000,2014,"ARVERNE"
"5488","Staten Island","ASTORIA","01 ONE FAMILY HOMES",55,260000,753740,670000,3030000,2014,"ASTORIA"
"5489","Staten Island","ASTORIA","02 TWO FAMILY HOMES",142,2e+05,831563,837500,2550000,2014,"ASTORIA"
"5490","Staten Island","ASTORIA","03 THREE FAMILY HOMES",55,234000,962252,920000,2600000,2014,"ASTORIA"
"5491","Staten Island","BAYSIDE","01 ONE FAMILY HOMES",285,220000,738021,698000,1650000,2014,"BAYSIDE"
"5492","Staten Island","BAYSIDE","02 TWO FAMILY HOMES",98,335000,919102,910000,1435732,2014,"BAYSIDE"
"5493","Staten Island","BAYSIDE","03 THREE FAMILY HOMES",11,7e+05,932545,890000,1190000,2014,"BAYSIDE"
"5494","Staten Island","BEECHHURST","01 ONE FAMILY HOMES",51,261631,955659,875000,2750000,2014,"BEECHHURST"
"5495","Staten Island","BEECHHURST","02 TWO FAMILY HOMES",3,693000,801000,8e+05,910000,2014,"BEECHHURST"
"5496","Staten Island","BELLE HARBOR","01 ONE FAMILY HOMES",18,350000,639722,607863,1185000,2014,"BELLE HARBOR"
"5497","Staten Island","BELLE HARBOR","02 TWO FAMILY HOMES",36,210000,634369,632500,1300000,2014,"BELLE HARBOR"
"5498","Staten Island","BELLE HARBOR","03 THREE FAMILY HOMES",1,660000,660000,660000,660000,2014,"BELLE HARBOR"
"5499","Staten Island","BELLEROSE","01 ONE FAMILY HOMES",104,255000,486383,488500,720000,2014,"BELLEROSE"
"5500","Staten Island","BELLEROSE","02 TWO FAMILY HOMES",21,242250,497526,497000,870000,2014,"BELLEROSE"
"5501","Staten Island","BELLEROSE","03 THREE FAMILY HOMES",1,555000,555000,555000,555000,2014,"BELLEROSE"
"5502","Staten Island","BRIARWOOD","01 ONE FAMILY HOMES",22,230000,470021,452500,945000,2014,"BRIARWOOD"
"5503","Staten Island","BRIARWOOD","02 TWO FAMILY HOMES",9,250000,562000,535000,830000,2014,"BRIARWOOD"
"5504","Staten Island","BRIARWOOD","03 THREE FAMILY HOMES",4,820500,952125,954000,1080000,2014,"BRIARWOOD"
"5505","Staten Island","BROAD CHANNEL","01 ONE FAMILY HOMES",16,2e+05,357531,336500,550000,2014,"BROAD CHANNEL"
"5506","Staten Island","BROAD CHANNEL","02 TWO FAMILY HOMES",1,381600,381600,381600,381600,2014,"BROAD CHANNEL"
"5507","Staten Island","CAMBRIA HEIGHTS","01 ONE FAMILY HOMES",82,2e+05,352257,369000,535000,2014,"CAMBRIA HEIGHTS"
"5508","Staten Island","CAMBRIA HEIGHTS","02 TWO FAMILY HOMES",8,202100,377638,413000,485000,2014,"CAMBRIA HEIGHTS"
"5509","Staten Island","COLLEGE POINT","01 ONE FAMILY HOMES",59,2e+05,550341,540000,1290000,2014,"COLLEGE POINT"
"5510","Staten Island","COLLEGE POINT","02 TWO FAMILY HOMES",82,2e+05,645510,645000,980000,2014,"COLLEGE POINT"
"5511","Staten Island","COLLEGE POINT","03 THREE FAMILY HOMES",23,360000,732555,710000,1550000,2014,"COLLEGE POINT"
"5512","Staten Island","CORONA","01 ONE FAMILY HOMES",49,211100,501537,470000,1550000,2014,"CORONA"
"5513","Staten Island","CORONA","02 TWO FAMILY HOMES",108,2e+05,645397,629750,1500000,2014,"CORONA"
"5514","Staten Island","CORONA","03 THREE FAMILY HOMES",71,325000,737698,735000,1293177,2014,"CORONA"
"5515","Staten Island","DOUGLASTON","01 ONE FAMILY HOMES",58,315000,887782,802500,2100000,2014,"DOUGLASTON"
"5516","Staten Island","DOUGLASTON","02 TWO FAMILY HOMES",4,665000,866721,902000,997885,2014,"DOUGLASTON"
"5517","Staten Island","DOUGLASTON","03 THREE FAMILY HOMES",1,1220000,1220000,1220000,1220000,2014,"DOUGLASTON"
"5518","Staten Island","EAST ELMHURST","01 ONE FAMILY HOMES",45,210000,458860,440000,960000,2014,"EAST ELMHURST"
"5519","Staten Island","EAST ELMHURST","02 TWO FAMILY HOMES",72,201148,583061,582500,9e+05,2014,"EAST ELMHURST"
"5520","Staten Island","EAST ELMHURST","03 THREE FAMILY HOMES",11,255000,707815,680000,997885,2014,"EAST ELMHURST"
"5521","Staten Island","ELMHURST","01 ONE FAMILY HOMES",75,244000,624706,618800,1440000,2014,"ELMHURST"
"5522","Staten Island","ELMHURST","02 TWO FAMILY HOMES",94,222000,751768,750000,2512375,2014,"ELMHURST"
"5523","Staten Island","ELMHURST","03 THREE FAMILY HOMES",52,285500,955940,962500,2500000,2014,"ELMHURST"
"5524","Staten Island","FAR ROCKAWAY","01 ONE FAMILY HOMES",51,2e+05,474617,389000,1060000,2014,"FAR ROCKAWAY"
"5525","Staten Island","FAR ROCKAWAY","02 TWO FAMILY HOMES",73,212151,428522,403000,1600000,2014,"FAR ROCKAWAY"
"5526","Staten Island","FAR ROCKAWAY","03 THREE FAMILY HOMES",22,221884,397040,352450,881086,2014,"FAR ROCKAWAY"
"5527","Staten Island","FLORAL PARK","01 ONE FAMILY HOMES",90,220000,525323,513000,1100000,2014,"FLORAL PARK"
"5528","Staten Island","FLORAL PARK","02 TWO FAMILY HOMES",2,450000,462500,462500,475000,2014,"FLORAL PARK"
"5529","Staten Island","FLORAL PARK","03 THREE FAMILY HOMES",1,680000,680000,680000,680000,2014,"FLORAL PARK"
"5530","Staten Island","FLUSHING-NORTH","01 ONE FAMILY HOMES",446,2e+05,702007,691000,1880000,2014,"FLUSHING"
"5531","Staten Island","FLUSHING-NORTH","02 TWO FAMILY HOMES",262,2e+05,866726,849000,5550000,2014,"FLUSHING"
"5532","Staten Island","FLUSHING-NORTH","03 THREE FAMILY HOMES",46,720000,1049881,972500,2e+06,2014,"FLUSHING"
"5533","Staten Island","FLUSHING-SOUTH","01 ONE FAMILY HOMES",209,305000,615966,6e+05,1258000,2014,"FLUSHING"
"5534","Staten Island","FLUSHING-SOUTH","02 TWO FAMILY HOMES",61,3e+05,720026,693000,1260000,2014,"FLUSHING"
"5535","Staten Island","FLUSHING-SOUTH","03 THREE FAMILY HOMES",13,367322,731469,631000,1430000,2014,"FLUSHING"
"5536","Staten Island","FOREST HILLS","01 ONE FAMILY HOMES",138,415000,1062573,9e+05,3e+06,2014,"FOREST HILLS"
"5537","Staten Island","FOREST HILLS","02 TWO FAMILY HOMES",18,275000,1108278,9e+05,5500000,2014,"FOREST HILLS"
"5538","Staten Island","FOREST HILLS","03 THREE FAMILY HOMES",3,590000,1051667,1100000,1465000,2014,"FOREST HILLS"
"5539","Staten Island","FRESH MEADOWS","01 ONE FAMILY HOMES",75,240000,795087,723000,5600000,2014,"FRESH MEADOWS"
"5540","Staten Island","FRESH MEADOWS","02 TWO FAMILY HOMES",9,282500,705167,770000,850000,2014,"FRESH MEADOWS"
"5541","Staten Island","GLEN OAKS","01 ONE FAMILY HOMES",18,405000,551433,505000,975000,2014,"GLEN OAKS"
"5542","Staten Island","GLEN OAKS","02 TWO FAMILY HOMES",2,666206,888103,888103,1110000,2014,"GLEN OAKS"
"5543","Staten Island","GLENDALE","01 ONE FAMILY HOMES",63,202800,500360,499000,750000,2014,"GLENDALE"
"5544","Staten Island","GLENDALE","02 TWO FAMILY HOMES",108,2e+05,587439,596500,890000,2014,"GLENDALE"
"5545","Staten Island","GLENDALE","03 THREE FAMILY HOMES",10,505000,682240,674500,940000,2014,"GLENDALE"
"5546","Staten Island","HAMMELS","01 ONE FAMILY HOMES",2,350000,352500,352500,355000,2014,"HAMMELS"
"5547","Staten Island","HAMMELS","02 TWO FAMILY HOMES",9,202803,355756,350000,649000,2014,"HAMMELS"
"5548","Staten Island","HAMMELS","03 THREE FAMILY HOMES",4,205000,310250,318000,4e+05,2014,"HAMMELS"
"5549","Staten Island","HILLCREST","01 ONE FAMILY HOMES",24,309270,539678,556000,715000,2014,"HILLCREST"
"5550","Staten Island","HILLCREST","02 TWO FAMILY HOMES",6,290000,558333,557500,820000,2014,"HILLCREST"
"5551","Staten Island","HILLCREST","03 THREE FAMILY HOMES",1,375000,375000,375000,375000,2014,"HILLCREST"
"5552","Staten Island","HOLLIS","01 ONE FAMILY HOMES",145,2e+05,386925,382900,668000,2014,"HOLLIS"
"5553","Staten Island","HOLLIS","02 TWO FAMILY HOMES",69,2e+05,436398,429000,835000,2014,"HOLLIS"
"5554","Staten Island","HOLLIS","03 THREE FAMILY HOMES",6,275000,442865,365596,750000,2014,"HOLLIS"
"5555","Staten Island","HOLLIS HILLS","01 ONE FAMILY HOMES",34,415000,793051,764000,1375000,2014,"HOLLIS HILLS"
"5556","Staten Island","HOLLISWOOD","01 ONE FAMILY HOMES",32,310830,872229,850000,1600000,2014,"HOLLISWOOD"
"5557","Staten Island","HOLLISWOOD","02 TWO FAMILY HOMES",4,380000,541750,481000,825000,2014,"HOLLISWOOD"
"5558","Staten Island","HOWARD BEACH","01 ONE FAMILY HOMES",109,221500,547409,540000,999900,2014,"HOWARD BEACH"
"5559","Staten Island","HOWARD BEACH","02 TWO FAMILY HOMES",45,275000,569471,588000,720000,2014,"HOWARD BEACH"
"5560","Staten Island","HOWARD BEACH","03 THREE FAMILY HOMES",2,210000,384744,384744,559487,2014,"HOWARD BEACH"
"5561","Staten Island","JACKSON HEIGHTS","01 ONE FAMILY HOMES",81,2e+05,560620,555000,905000,2014,"JACKSON HEIGHTS"
"5562","Staten Island","JACKSON HEIGHTS","02 TWO FAMILY HOMES",112,209970,665992,645000,1612184,2014,"JACKSON HEIGHTS"
"5563","Staten Island","JACKSON HEIGHTS","03 THREE FAMILY HOMES",33,250000,899451,878000,2100000,2014,"JACKSON HEIGHTS"
"5564","Staten Island","JAMAICA","01 ONE FAMILY HOMES",28,2e+05,484316,407500,1875000,2014,"JAMAICA"
"5565","Staten Island","JAMAICA","02 TWO FAMILY HOMES",31,281000,593713,491000,2300000,2014,"JAMAICA"
"5566","Staten Island","JAMAICA","03 THREE FAMILY HOMES",9,430000,637406,750000,925000,2014,"JAMAICA"
"5567","Staten Island","JAMAICA BAY","01 ONE FAMILY HOMES",6,217300,336300,324000,440000,2014,"JAMAICA BAY"
"5568","Staten Island","JAMAICA BAY","02 TWO FAMILY HOMES",3,360000,425000,445000,470000,2014,"JAMAICA BAY"
"5569","Staten Island","JAMAICA ESTATES","01 ONE FAMILY HOMES",57,390000,888101,840000,1736968,2014,"JAMAICA ESTATES"
"5570","Staten Island","JAMAICA ESTATES","02 TWO FAMILY HOMES",1,840000,840000,840000,840000,2014,"JAMAICA ESTATES"
"5571","Staten Island","JAMAICA ESTATES","03 THREE FAMILY HOMES",1,785000,785000,785000,785000,2014,"JAMAICA ESTATES"
"5572","Staten Island","JAMAICA HILLS","01 ONE FAMILY HOMES",21,295000,519069,550000,925000,2014,"JAMAICA HILLS"
"5573","Staten Island","JAMAICA HILLS","02 TWO FAMILY HOMES",9,350000,586889,617000,790000,2014,"JAMAICA HILLS"
"5574","Staten Island","JAMAICA HILLS","03 THREE FAMILY HOMES",4,875000,946250,880000,1150000,2014,"JAMAICA HILLS"
"5575","Staten Island","KEW GARDENS","01 ONE FAMILY HOMES",25,250000,724424,672095,1900000,2014,"KEW GARDENS"
"5576","Staten Island","KEW GARDENS","02 TWO FAMILY HOMES",10,4e+05,669205,634023,1050000,2014,"KEW GARDENS"
"5577","Staten Island","KEW GARDENS","03 THREE FAMILY HOMES",9,4e+05,680889,643000,950000,2014,"KEW GARDENS"
"5578","Staten Island","LAURELTON","01 ONE FAMILY HOMES",103,2e+05,360851,370500,749000,2014,"LAURELTON"
"5579","Staten Island","LAURELTON","02 TWO FAMILY HOMES",31,2e+05,392659,435000,562000,2014,"LAURELTON"
"5580","Staten Island","LAURELTON","03 THREE FAMILY HOMES",1,479900,479900,479900,479900,2014,"LAURELTON"
"5581","Staten Island","LITTLE NECK","01 ONE FAMILY HOMES",73,3e+05,774200,743322,1930000,2014,"LITTLE NECK"
"5582","Staten Island","LITTLE NECK","02 TWO FAMILY HOMES",15,705000,1004310,990000,1330000,2014,"LITTLE NECK"
"5583","Staten Island","LITTLE NECK","03 THREE FAMILY HOMES",3,9e+05,950000,9e+05,1050000,2014,"LITTLE NECK"
"5584","Staten Island","LONG ISLAND CITY","01 ONE FAMILY HOMES",7,225000,769286,7e+05,2150000,2014,"LONG ISLAND CITY"
"5585","Staten Island","LONG ISLAND CITY","02 TWO FAMILY HOMES",17,460000,866513,760000,1650000,2014,"LONG ISLAND CITY"
"5586","Staten Island","LONG ISLAND CITY","03 THREE FAMILY HOMES",7,450000,958571,815000,1875000,2014,"LONG ISLAND CITY"
"5587","Staten Island","MASPETH","01 ONE FAMILY HOMES",81,2e+05,513003,475000,1770000,2014,"MASPETH"
"5588","Staten Island","MASPETH","02 TWO FAMILY HOMES",137,2e+05,606966,6e+05,1150000,2014,"MASPETH"
"5589","Staten Island","MASPETH","03 THREE FAMILY HOMES",22,250000,769789,732500,1965000,2014,"MASPETH"
"5590","Staten Island","MIDDLE VILLAGE","01 ONE FAMILY HOMES",150,273000,572466,575000,1500000,2014,"MIDDLE VILLAGE"
"5591","Staten Island","MIDDLE VILLAGE","02 TWO FAMILY HOMES",76,211000,616368,613993,1050000,2014,"MIDDLE VILLAGE"
"5592","Staten Island","MIDDLE VILLAGE","03 THREE FAMILY HOMES",21,3e+05,750476,770000,995000,2014,"MIDDLE VILLAGE"
"5593","Staten Island","NEPONSIT","01 ONE FAMILY HOMES",22,460000,911068,785000,2500000,2014,"NEPONSIT"
"5594","Staten Island","NEPONSIT","03 THREE FAMILY HOMES",1,765000,765000,765000,765000,2014,"NEPONSIT"
"5595","Staten Island","OAKLAND GARDENS","01 ONE FAMILY HOMES",56,298750,768867,744000,1920000,2014,"OAKLAND GARDENS"
"5596","Staten Island","OAKLAND GARDENS","02 TWO FAMILY HOMES",11,810000,1022387,988000,1380000,2014,"OAKLAND GARDENS"
"5597","Staten Island","OAKLAND GARDENS","03 THREE FAMILY HOMES",4,650000,979475,1064950,1138000,2014,"OAKLAND GARDENS"
"5598","Staten Island","OZONE PARK","01 ONE FAMILY HOMES",94,211050,386625,387000,1200000,2014,"OZONE PARK"
"5599","Staten Island","OZONE PARK","02 TWO FAMILY HOMES",136,210000,490613,478000,1500000,2014,"OZONE PARK"
"5600","Staten Island","OZONE PARK","03 THREE FAMILY HOMES",17,250000,532824,520000,850000,2014,"OZONE PARK"
"5601","Staten Island","QUEENS VILLAGE","01 ONE FAMILY HOMES",210,2e+05,390098,399750,610000,2014,"QUEENS VILLAGE"
"5602","Staten Island","QUEENS VILLAGE","02 TWO FAMILY HOMES",86,210000,483520,475000,787148,2014,"QUEENS VILLAGE"
"5603","Staten Island","QUEENS VILLAGE","03 THREE FAMILY HOMES",4,350000,512000,501500,695000,2014,"QUEENS VILLAGE"
"5604","Staten Island","REGO PARK","01 ONE FAMILY HOMES",43,265000,732966,7e+05,1350000,2014,"REGO PARK"
"5605","Staten Island","REGO PARK","02 TWO FAMILY HOMES",21,340000,725190,7e+05,1150000,2014,"REGO PARK"
"5606","Staten Island","REGO PARK","03 THREE FAMILY HOMES",3,280000,876667,1150000,1200000,2014,"REGO PARK"
"5607","Staten Island","RICHMOND HILL","01 ONE FAMILY HOMES",146,211000,397989,386500,860000,2014,"RICHMOND HILL"
"5608","Staten Island","RICHMOND HILL","02 TWO FAMILY HOMES",199,204000,471966,455000,9e+05,2014,"RICHMOND HILL"
"5609","Staten Island","RICHMOND HILL","03 THREE FAMILY HOMES",29,294850,533253,530000,850000,2014,"RICHMOND HILL"
"5610","Staten Island","RIDGEWOOD","01 ONE FAMILY HOMES",18,370000,521288,538000,7e+05,2014,"RIDGEWOOD"
"5611","Staten Island","RIDGEWOOD","02 TWO FAMILY HOMES",85,220000,629447,645000,1275000,2014,"RIDGEWOOD"
"5612","Staten Island","RIDGEWOOD","03 THREE FAMILY HOMES",40,285000,676843,682500,1100000,2014,"RIDGEWOOD"
"5613","Staten Island","ROCKAWAY PARK","01 ONE FAMILY HOMES",7,252500,431643,369000,775000,2014,"ROCKAWAY PARK"
"5614","Staten Island","ROCKAWAY PARK","02 TWO FAMILY HOMES",13,3e+05,463036,485000,635000,2014,"ROCKAWAY PARK"
"5615","Staten Island","ROCKAWAY PARK","03 THREE FAMILY HOMES",3,380000,415000,4e+05,465000,2014,"ROCKAWAY PARK"
"5616","Staten Island","ROSEDALE","01 ONE FAMILY HOMES",84,2e+05,371872,357500,659000,2014,"ROSEDALE"
"5617","Staten Island","ROSEDALE","02 TWO FAMILY HOMES",79,231000,496867,505000,1142015,2014,"ROSEDALE"
"5618","Staten Island","ROSEDALE","03 THREE FAMILY HOMES",5,2e+05,382800,464000,489999,2014,"ROSEDALE"
"5619","Staten Island","SO. JAMAICA-BAISLEY PARK","01 ONE FAMILY HOMES",187,2e+05,309295,310000,675000,2014,"SO. JAMAICA-BAISLEY PARK"
"5620","Staten Island","SO. JAMAICA-BAISLEY PARK","02 TWO FAMILY HOMES",91,2e+05,369387,360000,625286,2014,"SO. JAMAICA-BAISLEY PARK"
"5621","Staten Island","SO. JAMAICA-BAISLEY PARK","03 THREE FAMILY HOMES",1,524700,524700,524700,524700,2014,"SO. JAMAICA-BAISLEY PARK"
"5622","Staten Island","SOUTH JAMAICA","01 ONE FAMILY HOMES",112,2e+05,311988,313100,475000,2014,"SOUTH JAMAICA"
"5623","Staten Island","SOUTH JAMAICA","02 TWO FAMILY HOMES",132,2e+05,408285,435003,621132,2014,"SOUTH JAMAICA"
"5624","Staten Island","SOUTH JAMAICA","03 THREE FAMILY HOMES",25,207000,421653,420000,710000,2014,"SOUTH JAMAICA"
"5625","Staten Island","SOUTH OZONE PARK","01 ONE FAMILY HOMES",146,207000,383959,385000,870000,2014,"SOUTH OZONE PARK"
"5626","Staten Island","SOUTH OZONE PARK","02 TWO FAMILY HOMES",109,203000,469483,455000,845000,2014,"SOUTH OZONE PARK"
"5627","Staten Island","SOUTH OZONE PARK","03 THREE FAMILY HOMES",7,300155,455451,520000,585000,2014,"SOUTH OZONE PARK"
"5628","Staten Island","SPRINGFIELD GARDENS","01 ONE FAMILY HOMES",155,2e+05,338469,335000,750000,2014,"SPRINGFIELD GARDENS"
"5629","Staten Island","SPRINGFIELD GARDENS","02 TWO FAMILY HOMES",128,202270,419941,431500,949516,2014,"SPRINGFIELD GARDENS"
"5630","Staten Island","ST. ALBANS","01 ONE FAMILY HOMES",232,2e+05,345101,360000,725000,2014,"ST. ALBANS"
"5631","Staten Island","ST. ALBANS","02 TWO FAMILY HOMES",81,2e+05,401478,425000,630000,2014,"ST. ALBANS"
"5632","Staten Island","ST. ALBANS","03 THREE FAMILY HOMES",6,206000,364796,345000,6e+05,2014,"ST. ALBANS"
"5633","Staten Island","SUNNYSIDE","01 ONE FAMILY HOMES",22,247500,895443,747500,4350000,2014,"SUNNYSIDE"
"5634","Staten Island","SUNNYSIDE","02 TWO FAMILY HOMES",22,540500,823335,837389,1125000,2014,"SUNNYSIDE"
"5635","Staten Island","SUNNYSIDE","03 THREE FAMILY HOMES",6,750000,894500,879000,1150000,2014,"SUNNYSIDE"
"5636","Staten Island","WHITESTONE","01 ONE FAMILY HOMES",134,228000,845448,682500,3563875,2014,"WHITESTONE"
"5637","Staten Island","WHITESTONE","02 TWO FAMILY HOMES",59,2e+05,856689,880000,1476462,2014,"WHITESTONE"
"5638","Staten Island","WHITESTONE","03 THREE FAMILY HOMES",2,870000,1e+06,1e+06,1130000,2014,"WHITESTONE"
"5639","Staten Island","WOODHAVEN","01 ONE FAMILY HOMES",91,2e+05,385397,386000,660000,2014,"WOODHAVEN"
"5640","Staten Island","WOODHAVEN","02 TWO FAMILY HOMES",101,240000,487699,477800,960000,2014,"WOODHAVEN"
"5641","Staten Island","WOODHAVEN","03 THREE FAMILY HOMES",15,280000,502744,499000,710000,2014,"WOODHAVEN"
"5642","Staten Island","WOODSIDE","01 ONE FAMILY HOMES",22,308000,600010,595000,1150000,2014,"WOODSIDE"
"5643","Staten Island","WOODSIDE","02 TWO FAMILY HOMES",33,276861,728341,720000,1298393,2014,"WOODSIDE"
"5644","Staten Island","WOODSIDE","03 THREE FAMILY HOMES",12,2e+05,819031,810000,1415367,2014,"WOODSIDE"
"5645","Queens","BATH BEACH","01 ONE FAMILY HOMES",22,340000,723064,642500,2400000,2014,"BATH BEACH"
"5646","Queens","BATH BEACH","02 TWO FAMILY HOMES",72,250000,787927,750000,1400000,2014,"BATH BEACH"
"5647","Queens","BATH BEACH","03 THREE FAMILY HOMES",20,625000,1075145,1075000,1550000,2014,"BATH BEACH"
"5648","Queens","BAY RIDGE","01 ONE FAMILY HOMES",107,208750,881817,8e+05,3580000,2014,"BAY RIDGE"
"5649","Queens","BAY RIDGE","02 TWO FAMILY HOMES",132,2e+05,912115,904000,2900000,2014,"BAY RIDGE"
"5650","Queens","BAY RIDGE","03 THREE FAMILY HOMES",18,750000,997889,937500,1579000,2014,"BAY RIDGE"
"5651","Queens","BEDFORD STUYVESANT","01 ONE FAMILY HOMES",50,2e+05,682522,595500,1800000,2014,"BEDFORD STUYVESANT"
"5652","Queens","BEDFORD STUYVESANT","02 TWO FAMILY HOMES",367,2e+05,819270,730000,1.1e+07,2014,"BEDFORD STUYVESANT"
"5653","Queens","BEDFORD STUYVESANT","03 THREE FAMILY HOMES",212,215000,876114,850000,2100000,2014,"BEDFORD STUYVESANT"
"5654","Queens","BENSONHURST","01 ONE FAMILY HOMES",43,230000,725132,710000,1450000,2014,"BENSONHURST"
"5655","Queens","BENSONHURST","02 TWO FAMILY HOMES",123,315000,881837,850000,1767000,2014,"BENSONHURST"
"5656","Queens","BENSONHURST","03 THREE FAMILY HOMES",36,580000,996136,985000,1599888,2014,"BENSONHURST"
"5657","Queens","BERGEN BEACH","01 ONE FAMILY HOMES",27,4e+05,616074,550000,1250000,2014,"BERGEN BEACH"
"5658","Queens","BERGEN BEACH","02 TWO FAMILY HOMES",22,350000,639639,659000,940000,2014,"BERGEN BEACH"
"5659","Queens","BERGEN BEACH","03 THREE FAMILY HOMES",16,450000,676813,622500,1494000,2014,"BERGEN BEACH"
"5660","Queens","BOERUM HILL","01 ONE FAMILY HOMES",4,2100100,3890025,2330000,8800000,2014,"BOERUM HILL"
"5661","Queens","BOERUM HILL","02 TWO FAMILY HOMES",18,260000,2192702,1853003,5400000,2014,"BOERUM HILL"
"5662","Queens","BOERUM HILL","03 THREE FAMILY HOMES",6,675000,2050000,2012500,4100000,2014,"BOERUM HILL"
"5663","Queens","BOROUGH PARK","01 ONE FAMILY HOMES",57,3e+05,868836,749000,2802500,2014,"BOROUGH PARK"
"5664","Queens","BOROUGH PARK","02 TWO FAMILY HOMES",174,210000,945464,910000,3205000,2014,"BOROUGH PARK"
"5665","Queens","BOROUGH PARK","03 THREE FAMILY HOMES",58,252000,1035757,991500,2e+06,2014,"BOROUGH PARK"
"5666","Queens","BRIGHTON BEACH","01 ONE FAMILY HOMES",12,265000,400135,380000,560000,2014,"BRIGHTON BEACH"
"5667","Queens","BRIGHTON BEACH","02 TWO FAMILY HOMES",10,380000,546189,512500,750000,2014,"BRIGHTON BEACH"
"5668","Queens","BRIGHTON BEACH","03 THREE FAMILY HOMES",9,280000,510471,510638,678000,2014,"BRIGHTON BEACH"
"5669","Queens","BROOKLYN HEIGHTS","01 ONE FAMILY HOMES",13,990000,4508518,3762500,7500000,2014,"BROOKLYN HEIGHTS"
"5670","Queens","BROOKLYN HEIGHTS","02 TWO FAMILY HOMES",6,2700000,6335000,6112500,10625000,2014,"BROOKLYN HEIGHTS"
"5671","Queens","BROOKLYN HEIGHTS","03 THREE FAMILY HOMES",2,3e+06,4050000,4050000,5100000,2014,"BROOKLYN HEIGHTS"
"5672","Bronx","BROOKLYN-UNKNOWN","02 TWO FAMILY HOMES",2,999999,999999,999999,999999,2014,"BROOKLYN-UNKNOWN"
"5673","Queens","BROWNSVILLE","01 ONE FAMILY HOMES",22,227250,283039,289000,327000,2014,"BROWNSVILLE"
"5674","Queens","BROWNSVILLE","02 TWO FAMILY HOMES",36,230000,417825,428710,650000,2014,"BROWNSVILLE"
"5675","Queens","BROWNSVILLE","03 THREE FAMILY HOMES",18,249000,403932,360000,650000,2014,"BROWNSVILLE"
"5676","Queens","BUSH TERMINAL","01 ONE FAMILY HOMES",2,530000,555000,555000,580000,2014,"BUSH TERMINAL"
"5677","Queens","BUSH TERMINAL","02 TWO FAMILY HOMES",8,255000,634750,667000,950000,2014,"BUSH TERMINAL"
"5678","Queens","BUSH TERMINAL","03 THREE FAMILY HOMES",3,350000,415000,4e+05,495000,2014,"BUSH TERMINAL"
"5679","Queens","BUSHWICK","01 ONE FAMILY HOMES",20,240000,585794,582500,990000,2014,"BUSHWICK"
"5680","Queens","BUSHWICK","02 TWO FAMILY HOMES",249,2e+05,591467,525000,4050000,2014,"BUSHWICK"
